;Worldwide Navigation Database
;Exported via DFD v1.0 26.0513
;Software copyright (c) 2026 Richard Stefan, NAVData-Service
;Support available via forum at http://forum.navigraph.com
;
;Data provided by Navigraph - www.navigraph.com
;Source data copyright (c) 2026 Jeppesen
;This data may be used for ground based recreational computer game
;simulation software only, and may not be recompiled, interpreted,
;or distributed for any purpose without the written consent of Navigraph.
;The contents of this database is dated and must not be used for real
;world navigation as it is unlawful and unsafe to do so.
;
;------------------------------------------------------
;AIRAC Cycle : 2607 (09/JUL/2026 - 06/AUG/2026) - Ver.1
;------------------------------------------------------
ABANN	21.984444	-85.106667	14	UG765	H	VEGAR	21.903056	-85.211667	25000	Y	PODON	22.651667	-84.250556	25000	Y
ABANN	21.984444	-85.106667	14	UL674	H	ZARDO	21.877778	-84.905000	25000	Y	WALKY	22.241944	-85.584444	25000	Y
ABANU	70.133317	26.000000	14	M609	L	SDA	70.234256	28.070194	10500	Y	RADNO	70.074336	24.979492	7500	Y
ABAPI	62.158056	117.135833	14	W39	H	GISUN	62.183889	117.667500	0	Y	GLIDA	62.132778	116.655000	27500	Y
ABAPU	-17.827322	19.033775	14	UL307	H	EVESO	-18.283533	19.467047	24500	Y	IMVEX	-15.183611	16.597500	24500	Y
ABARB	-32.851778	154.934694	14	B450	H	LHI	-31.528917	159.072944	NESTB	Y	NOBAR	-33.786306	151.740111	NESTB	Y
ABASA	-4.947778	107.261111	14	L644	B	DKI	-5.961194	107.035528	0	Y	TPN	-2.724583	107.753250	10000	N
ABASA	-4.947778	107.261111	14	W14	B	ALTAR	-3.721667	107.533333	6000	Y	DKI	-5.961194	107.035528	6000	N
ABASS	-34.583389	150.943444	14	T49	B	OMLAV	-34.350333	151.132778	NESTB	Y	NWA	-34.951222	150.529778	NESTB	Y
ABASU	68.578889	18.016667	14	T399	B	MOKAX	69.074722	19.924722	11500	Y				0	N
ABATA	70.000556	135.668889	14	G226	L				0	N	GOMAG	69.584722	135.241389	12500	Y
ABATA	70.000556	135.668889	14	M177	H	BALOM	71.417500	136.135556	26500	Y	RUNON	69.440556	135.096944	26500	Y
ABATA	70.000556	135.668889	14	M988	H	AGDUM	70.331389	138.000000	26500	Y	PANAR	69.269167	129.018333	26500	Y
ABATA	70.000556	135.668889	14	T189	H	BEPIN	70.502778	138.000000	26500	Y	PADUS	69.334167	132.668611	26500	Y
ABATA	70.000556	135.668889	14	T478	H	TIMNU	70.696667	138.000000	26500	Y				0	N
ABATA	70.000556	135.668889	14	T640	H	NIDEN	70.183889	138.002222	26500	Y	OLEMU	68.517500	112.467222	26500	Y
ABATA	70.000556	135.668889	14	W193	L	BARUB	70.103056	136.928056	9500	Y	ORTEK	69.671944	134.793056	12500	Y
ABATA	70.000556	135.668889	14	W198	B				0	N	ADUGO	69.565000	135.464722	12500	Y
ABATA	70.000556	135.668889	14	W199	B	UNSES	69.843333	136.853611	10500	Y	KUTSO	70.295000	134.623333	12500	Y
ABATE	-14.391167	-58.837167	14	A430	L	UGINA	-14.609667	-58.373667	18000	Y	PAGUS	-13.704000	-60.276833	18000	Y
ABATE	-14.391167	-58.837167	14	UM402	H	ESDOP	-14.152667	-58.865167	25000	Y	NIBMI	-15.440333	-58.713000	25000	Y
ABATE	-14.391167	-58.837167	14	UM775	H	UGINA	-14.609667	-58.373667	25000	Y	ASIKI	-14.296333	-59.037500	25000	Y
ABATE	-14.391167	-58.837167	14	UZ52	H	ISMAA	-14.873611	-58.376111	25000	Y	OREGI	-14.243667	-58.974500	25000	N
ABATI	34.829444	10.959444	14	G361	L	RELBA	34.891667	11.108611	7500	Y	SFX	34.716139	10.688917	7500	Y
ABATO	30.537222	-8.553056	14	G664	L	TOPMA	30.580833	-8.381667	15500	Y	KEGAG	30.441225	-8.921683	12500	Y
ABATO	30.537222	-8.553056	14	UG664	H	TOPMA	30.580833	-8.381667	19500	Y	KEGAG	30.441225	-8.921683	19500	Y
ABAVA	56.676389	26.543333	14	L199	B	IGORO	56.360000	28.200000	0	Y	BARVA	56.853889	25.546667	9500	N
ABAVA	56.676389	26.543333	14	P171	B	BETAL	56.819167	26.469444	9500	Y	ALMIK	56.483333	26.642222	9500	Y
ABAVO	4.440000	18.780000	14	UT139	H	GOPUR	4.806667	20.258333	29000	Y	MPK	4.378247	18.524825	29000	Y
ABAXI	66.785000	15.875833	14	T65	H	TIPEL	67.261944	16.330000	19500	Y	LIDNA	66.331111	15.460833	19500	N
ABB	50.135139	1.854694	14	H22	L	BANTI	49.924167	1.626111	0	Y				0	N
ABB	50.135139	1.854694	14	H40	L	NEBRU	49.990000	2.256667	6500	Y				0	N
ABB	50.135139	1.854694	14	J20	L				0	N	OPALE	49.899750	1.885083	6500	N
ABB	50.135139	1.854694	14	N20	L	KUNAV	50.514917	1.065611	8000	Y				0	N
ABB	50.135139	1.854694	14	N57	L	BNE	50.624778	1.907111	6500	Y	EGOZE	49.552639	2.489472	6500	N
ABB	50.135139	1.854694	14	R50	L	OBIVA	50.183611	2.506667	6500	Y	OKRUZ	49.925389	1.170639	6500	Y
ABB	50.135139	1.854694	14	T20	L	DIMAL	50.492556	1.366333	6500	Y				0	N
ABB	50.135139	1.854694	14	T22	B	RATUK	50.657000	1.636278	0	Y				0	N
ABBAS	33.433333	37.725000	14	G202	B	SULAF	33.455000	38.174167	10000	Y	SOFIA	33.385131	36.827786	10000	Y
ABBAS	33.433333	37.725000	14	R785	B	ZELAF	32.948944	37.999794	24000	Y	BASEM	33.560278	37.651944	29000	N
ABBEW	50.503300	-3.476011	14	N864	L	DAWLY	50.574253	-3.463953	7000	Y	BHD	50.398600	-3.493689	7000	Y
ABBEW	50.503300	-3.476011	14	N90	L				0	N	ZEFIQ	50.393906	-3.387253	9000	Y
ABBEY	22.269722	114.923867	14	V512	B	FISHA	22.282678	115.336558	NESTB	N				0	N
ABBEY	22.269722	114.923867	14	V522	B	FISHA	22.282678	115.336558	NESTB	N				0	N
ABBEY	22.269722	114.923867	14	V591	B	FISHA	22.282678	115.336558	NESTB	N				0	N
ABBIS	11.998333	-15.563333	14	B600	L	GULAV	11.166667	-14.900000	3000	Y	POTOX	12.433333	-15.915000	3500	Y
ABC	9.037806	7.285111	14	H335	L				0	N	VONSO	7.997222	6.633056	5500	Y
ABC	9.037806	7.285111	14	J707	L				0	N	NANUV	8.259167	7.593889	6500	N
ABC	9.037806	7.285111	14	UJ707	H				0	N	NANUV	8.259167	7.593889	24500	N
ABC	9.037806	7.285111	14	UL683	H				0	N	OVLED	9.081111	6.443889	24500	Y
ABC	9.037806	7.285111	14	UL684	H				0	N	POGVO	9.298333	7.030556	24500	Y
ABC	9.037806	7.285111	14	UT416	H				0	N	IRNUL	9.844444	7.253333	24500	Y
ABC	9.037806	7.285111	14	UT475	H	XUVLA	8.645000	8.118333	24500	Y				0	N
ABC	9.037806	7.285111	14	UV224	H				0	N	GEDKI	10.189444	6.681111	24500	Y
ABC	9.037806	7.285111	14	UV456	H	GURAP	9.351389	7.317500	24500	Y	MILBU	7.945000	7.191667	24500	Y
ABC	9.037806	7.285111	14	UW225	H	LUKRO	8.221667	8.072222	24500	Y				0	N
ABC	9.037806	7.285111	14	V224	L				0	N	GEDKI	10.189444	6.681111	5500	Y
ABC	9.037806	7.285111	14	V456	L	GURAP	9.351389	7.317500	7500	Y	MILBU	7.945000	7.191667	7500	Y
ABC	9.037806	7.285111	14	W225	L	LUKRO	8.221667	8.072222	7500	Y				0	N
ABD	30.375306	48.220611	14	G55	B	IBSAL	30.108611	48.735000	3000	Y				0	N
ABD	30.375306	48.220611	14	G665	B	DEMPO	30.288056	48.724722	5000	Y				0	N
